Date,High,Low,Open,Close,Volume,Adj Close,Moving_av,Upper_volatility,Lower_volatility,Short_resistance,Short_support,Long_resistance,Long_support,trend_hit,Dow_jones,snp500,BF-B,CTAS,CPRT,AJG,HUM,MKTX,INFO,CHD,A,APD
2017-05-10,953.75,945.0,953.5,948.9500122070312,2096500,948.9500122070312,948.9500122070312,948.9500122070312,948.9500122070312,953.75,945.0,953.75,945.0,55,20943.11,2399.63,36.70646286010742,116.40066528320312,30.170000076293945,50.90669250488281,224.7813873291016,183.68035888671875,43.05597686767578,48.25819778442383,54.48150634765625,132.025390625
2017-05-11,950.2899780273438,940.780029296875,945.1099853515624,947.6199951171876,2194100,947.6199951171876,948.2850036621094,977.4185125732422,920.4815118408203,953.75,940.780029296875,953.75,940.780029296875,55,20919.42,2394.44,36.97476196289063,117.45501708984376,29.920000076293945,50.58555221557617,224.71319580078125,183.8462829589844,43.05597686767578,48.0684585571289,54.442787170410156,130.76194763183594
2017-05-12,962.7899780273438,951.530029296875,954.5,961.3499755859376,3625900,961.3499755859376,952.6399943033853,976.7335537719728,919.836453552246,962.7899780273438,940.780029296875,962.7899780273438,940.780029296875,55,20896.61,2390.9,36.66919708251953,117.2249755859375,29.88999938964844,50.2185173034668,225.9403381347656,181.95248413085938,42.8181037902832,47.80183792114258,54.37500381469727,130.95281982421878
2017-05-15,963.1500244140624,956.0599975585938,958.72998046875,957.969970703125,4270600,957.969970703125,953.9724884033203,981.2191941324867,924.0607944742841,963.1500244140624,940.780029296875,963.1500244140624,940.780029296875,54,20981.94,2402.32,36.87042617797852,117.29206848144531,29.979999542236328,50.64059829711914,225.08331298828125,183.9048767089844,43.34341430664063,47.84944534301758,54.89784240722656,131.87083435058594
2017-05-16,970.0599975585938,960.9099731445312,961.0,966.0700073242188,3126100,966.0700073242188,956.3919921875,982.5916630554201,925.3533137512208,970.0599975585938,940.780029296875,970.0599975585938,940.780029296875,54,20979.75,2400.67,37.60828018188477,117.4837646484375,29.96999931335449,50.75071334838867,220.3013153076172,180.3222503662109,43.472267150878906,47.11623001098633,55.023719787597656,131.20733642578122
2017-05-17,960.4000244140624,944.1199951171876,954.7000122070312,944.760009765625,5145600,944.760009765625,954.4533284505208,985.083751953125,927.7002324218753,970.0599975585938,940.780029296875,970.0599975585938,940.780029296875,54,20606.93,2357.03,38.96473693847656,115.18336486816406,29.18000030517578,50.42955780029297,219.0547180175781,177.99891662597656,42.85774993896485,47.335243225097656,53.99740600585938,129.58937072753906
2017-05-18,962.75,944.760009765625,944.7999877929688,958.489990234375,3939300,958.489990234375,955.0299944196428,983.0869283040364,925.8197285970053,970.0599975585938,940.780029296875,970.0599975585938,940.780029296875,54,20663.02,2365.72,39.18833541870117,115.57634735107422,29.34000015258789,50.81493377685547,222.8432922363281,177.71580505371094,43.72005844116211,47.30667495727539,54.07485961914063,129.71664428710938
2017-05-19,968.9199829101562,959.719970703125,962.8400268554688,959.8400268554688,3972100,959.8400268554688,955.6312484741212,983.6808942522322,926.3790945870537,970.0599975585938,940.780029296875,970.0599975585938,940.780029296875,54,20804.84,2381.73,39.449195861816406,115.9980926513672,29.309999465942386,51.16360473632813,221.947265625,181.9622344970703,43.90837478637695,47.363807678222656,54.34596252441406,130.07110595703122
2017-05-22,971.3800048828124,962.9000244140624,964.0,970.6699829101562,2642200,970.6699829101562,957.302218967014,984.3001859283447,926.9623110198976,971.3800048828124,940.780029296875,971.3800048828124,940.780029296875,55,20894.83,2394.02,42.4229736328125,116.68821716308594,29.70000076293945,51.631568908691406,224.29443359375,180.98605346679688,44.30484008789063,47.63043212890625,54.29755020141602,130.26200866699222
2017-05-23,975.2000122070312,966.8499755859376,975.02001953125,971.5399780273438,2415600,971.5399780273438,958.7259948730467,986.0212855360244,928.5831523980033,975.2000122070312,940.780029296875,975.2000122070312,940.780029296875,55,20937.91,2398.42,39.78458023071289,117.31124114990234,30.020000457763672,52.0169563293457,223.30101013183602,183.5241851806641,44.28501510620117,47.90658187866211,56.79554748535156,129.82572937011722
2017-05-24,981.0,970.22998046875,976.0,980.3499755859376,2446000,980.3499755859376,960.6918113014917,987.4877747192382,929.9642150268553,981.0,940.780029296875,981.0,940.780029296875,55,21012.42,2404.39,40.50007247924805,119.51580047607422,29.979999542236328,52.15459442138672,225.5702667236328,187.1165313720703,44.43369674682617,48.30651092529297,57.347434997558594,131.01643371582028
2017-05-25,999.0,982.1099853515624,984.8499755859376,993.3800048828124,4822000,993.3800048828124,963.4158274332683,989.5125656405362,931.8710569624468,999.0,944.1199951171876,999.0,940.780029296875,55,21082.95,2415.07,38.45793914794922,120.34011840820312,31.40999984741211,52.806068420410156,226.174072265625,190.90414428710938,45.49423599243164,48.75406265258789,57.41520309448242,130.99822998046878
2017-05-26,998.6500244140624,989.25,995.0,995.780029296875,3469200,995.780029296875,965.9053814227764,992.3183022562662,934.5133526102702,999.0,944.1199951171876,999.0,940.780029296875,55,21080.28,2415.82,38.55481719970703,119.96630096435548,31.04999923706055,52.41150665283203,226.19357299804688,189.5472869873047,45.851051330566406,48.65883255004883,57.61853790283203,130.80740356445312
2017-05-30,1001.2000122070312,995.52001953125,996.510009765625,996.7000122070312,3263100,996.7000122070312,968.104997907366,994.8825428654598,936.9282199800932,1001.2000122070312,944.1199951171876,1001.2000122070312,940.780029296875,55,21029.47,2412.91,38.35358047485352,119.57330322265624,30.88999938964844,52.27387237548828,224.36257934570312,186.6577453613281,45.870872497558594,49.06829071044922,58.45119857788086,130.86190795898438
2017-05-31,1000.1199951171876,982.1599731445312,1000.0,994.6199951171876,3913100,994.6199951171876,969.8726643880208,997.1481478445869,939.0618479701452,1001.2000122070312,944.1199951171876,1001.2000122070312,940.780029296875,55,21008.65,2411.8,38.71879959106445,120.65641021728516,31.190000534057607,52.41246032714844,226.2033233642578,186.0427398681641,45.44467163085938,49.19208526611328,58.422157287597656,130.9437255859375
2017-06-01,998.989990234375,991.3699951171876,998.5900268554688,995.9500122070312,2454800,995.9500122070312,971.502498626709,998.9688443196616,940.77648445638,1001.2000122070312,944.760009765625,1001.2000122070312,940.780029296875,55,21144.18,2430.06,39.51838302612305,121.662841796875,31.790000915527344,53.08689498901367,228.871826171875,187.39964294433602,46.197959899902344,49.75390243530274,58.79975509643555,131.87083435058594
2017-06-02,1008.47998046875,995.6699829101562,998.989990234375,1006.72998046875,3752300,1006.72998046875,973.5747034409468,1000.6475735855104,942.3574236679076,1008.47998046875,959.719970703125,1008.47998046875,940.780029296875,55,21206.29,2439.07,39.33123016357422,122.95682525634766,31.71999931335449,53.34735870361328,228.1024475097656,187.0384521484375,46.64397811889648,50.05861282348633,58.87721252441406,133.42515563964844
2017-06-05,1013.2100219726562,1003.510009765625,1007.22998046875,1011.3400268554688,2719900,1011.3400268554688,975.6727769639757,1002.7819445441753,944.3674623377184,1013.2100219726562,962.9000244140624,1013.2100219726562,940.780029296875,57,21184.04,2436.1,39.17403030395508,121.35612487792969,31.290000915527344,52.93806457519531,226.6902618408203,185.9646148681641,46.38627624511719,50.10622787475586,58.48024368286133,131.76177978515622
2017-06-06,1016.5,1001.25,1012.0,1003.0,3346400,1003.0,977.1110518606083,1004.9429602728951,946.4025936550563,1016.5,966.8499755859376,1016.5,940.780029296875,57,21136.23,2429.33,39.166542053222656,119.45828247070312,30.979999542236328,52.32412719726562,227.4109649658203,183.514404296875,46.21778106689453,50.29667282104492,58.18977355957031,130.99822998046878
2017-06-07,1010.25,1002.0,1005.9500122070312,1010.0700073242188,2823000,1010.0700073242188,978.758999633789,1006.4243834164267,947.7977203047902,1016.5,970.22998046875,1016.5,940.780029296875,57,21173.69,2433.14,37.953819274902344,119.3240966796875,31.15999984741211,52.9566650390625,227.65444946289062,190.1134490966797,46.20786666870117,50.71564483642578,58.70292663574219,130.30747985839844
2017-06-08,1013.6099853515624,1006.1099853515624,1012.0599975585938,1010.27001953125,2767900,1010.27001953125,981.825,1008.1217696228027,949.3962296447752,1016.5,982.1099853515624,1016.5,940.780029296875,57,21182.53,2433.79,36.86835861206055,118.53811645507812,31.06999969482422,53.38457107543945,224.2554626464844,194.58441162109366,46.06910705566406,50.29667282104492,58.238182067871094,130.43470764160156
2017-06-09,1012.989990234375,927.0,1012.5,978.3099975585938,7647700,978.3099975585938,983.3595001220704,1011.27975,952.37025,1016.5,927.0,1016.5,927.0,57,21271.97,2431.77,36.80097961425781,118.5668716430664,31.35000038146973,53.840370178222656,223.7003173828125,197.13226318359366,45.91051864624024,50.46807098388672,57.32806015014648,132.57077026367188
2017-06-12,975.9500122070312,945.0,967.0,964.9099731445312,9447200,964.9099731445312,983.5375,1012.8602851257324,953.8587151184082,1016.5,927.0,1016.5,927.0,58,21235.67,2429.39,36.890811920166016,121.05899047851562,31.440000534057607,53.99850082397461,222.15182495117188,199.4751434326172,45.90060806274414,50.372840881347656,57.11505889892578,131.28004455566406
2017-06-13,984.5,966.0999755859376,977.989990234375,980.7899780273438,4580000,980.7899780273438,984.678500366211,1013.043625,954.031375,1016.5,927.0,1016.5,927.0,58,21328.47,2440.35,36.86086654663086,121.96956634521484,31.56999969482422,54.07292175292969,225.9013519287109,201.24203491210938,46.18804168701172,50.27762222290039,57.39584350585938,132.95248413085938
2017-06-14,990.3400268554688,966.7100219726562,988.5900268554688,976.469970703125,3974900,976.469970703125,985.1984985351562,1014.2188553771973,955.1381453552248,1016.5,927.0,1016.5,927.0,58,21374.56,2437.92,36.93572616577149,122.6501007080078,31.5,53.92407989501953,225.6676483154297,201.83755493164062,46.7728271484375,50.63947296142578,57.4926643371582,132.30717468261722
2017-06-15,965.72998046875,950.8599853515624,958.7000122070312,964.1699829101562,5373900,964.1699829101562,986.1689971923828,1014.7544534912108,955.6425435791016,1016.5,927.0,1016.5,927.0,58,21359.9,2432.46,37.23516082763672,122.4871597290039,31.45000076293945,54.70545959472656,226.3494110107422,202.4036865234375,46.90167999267578,50.9917984008789,57.32806015014648,131.98902893066406
2017-06-16,999.75,982.0,996.0,987.7100219726562,11472700,987.7100219726562,987.6299987792967,1015.7540671081543,956.5839272766111,1016.5,927.0,1016.5,927.0,58,21384.28,2433.15,37.03304290771485,125.03677368164062,31.239999771118164,54.85429763793945,228.34591674804688,200.7832336425781,47.10982131958008,50.65851974487305,57.61853790283203,132.26170349121094
