Date,High,Low,Open,Close,Volume,Adj Close,Moving_av,Upper_volatility,Lower_volatility,Short_resistance,Short_support,Long_resistance,Long_support
2017-05-25,999.0,982.1099853515624,984.8499755859376,993.3800048828124,4822000,993.3800048828124,963.4158274332682,989.5125656405362,931.8710569624468,999.0,944.1199951171876,999.0,940.780029296875
2017-05-26,998.6500244140624,989.25,995.0,995.780029296875,3469200,995.780029296875,965.9053814227765,992.3183022562662,934.5133526102702,999.0,944.1199951171876,999.0,940.780029296875
2017-05-30,1001.2000122070312,995.52001953125,996.510009765625,996.7000122070312,3263100,996.7000122070312,968.104997907366,994.8825428654598,936.9282199800932,1001.2000122070312,944.1199951171876,1001.2000122070312,940.780029296875
2017-05-31,1000.1199951171876,982.1599731445312,1000.0,994.6199951171876,3913100,994.6199951171876,969.8726643880208,997.148147844587,939.0618479701451,1001.2000122070312,944.1199951171876,1001.2000122070312,940.780029296875
2017-06-01,998.989990234375,991.3699951171876,998.5900268554688,995.9500122070312,2454800,995.9500122070312,971.502498626709,998.9688443196615,940.7764844563801,1001.2000122070312,944.760009765625,1001.2000122070312,940.780029296875
2017-06-02,1008.47998046875,995.6699829101562,998.989990234375,1006.72998046875,3752300,1006.72998046875,973.5747034409467,1000.6475735855103,942.3574236679077,1008.47998046875,959.719970703125,1008.47998046875,940.780029296875
2017-06-05,1013.2100219726562,1003.510009765625,1007.22998046875,1011.3400268554688,2719900,1011.3400268554688,975.6727769639757,1002.7819445441751,944.3674623377183,1013.2100219726562,962.9000244140624,1013.2100219726562,940.780029296875
2017-06-06,1016.5,1001.25,1012.0,1003.0,3346400,1003.0,977.1110518606085,1004.942960272895,946.4025936550564,1016.5,966.8499755859376,1016.5,940.780029296875
2017-06-07,1010.25,1002.0,1005.9500122070312,1010.0700073242188,2823000,1010.0700073242188,978.758999633789,1006.4243834164268,947.7977203047902,1016.5,970.22998046875,1016.5,940.780029296875
2017-06-08,1013.6099853515624,1006.1099853515624,1012.0599975585938,1010.27001953125,2767900,1010.27001953125,981.825,1008.1217696228027,949.3962296447753,1016.5,982.1099853515624,1016.5,940.780029296875
2017-06-09,1012.989990234375,927.0,1012.5,978.3099975585938,7647700,978.3099975585938,983.3595001220704,1011.27975,952.37025,1016.5,927.0,1016.5,927.0
2017-06-12,975.9500122070312,945.0,967.0,964.9099731445312,9447200,964.9099731445312,983.5375,1012.8602851257325,953.8587151184082,1016.5,927.0,1016.5,927.0
2017-06-13,984.5,966.0999755859376,977.989990234375,980.7899780273438,4580000,980.7899780273438,984.678500366211,1013.043625,954.031375,1016.5,927.0,1016.5,927.0
2017-06-14,990.3400268554688,966.7100219726562,988.5900268554688,976.469970703125,3974900,976.469970703125,985.1984985351562,1014.2188553771973,955.1381453552247,1016.5,927.0,1016.5,927.0
2017-06-15,965.72998046875,950.8599853515624,958.7000122070312,964.1699829101562,5373900,964.1699829101562,986.1689971923828,1014.7544534912109,955.6425435791015,1016.5,927.0,1016.5,927.0
2017-06-16,999.75,982.0,996.0,987.7100219726562,11472700,987.7100219726562,987.6299987792969,1015.7540671081542,956.5839272766113,1016.5,927.0,1016.5,927.0
2017-06-19,1017.0,989.9000244140624,1017.0,995.1699829101562,5043400,995.1699829101562,989.3964965820312,1017.2588987426758,958.001098815918,1017.0,927.0,1017.0,927.0
2017-06-20,1004.8800048828124,992.02001953125,998.0,992.5900268554688,4076800,992.5900268554688,990.4924987792969,1019.0783914794921,959.7146016845703,1017.0,927.0,1017.0,927.0
2017-06-21,1002.719970703125,992.6500244140624,998.7000122070312,1002.22998046875,2922500,1002.22998046875,992.0269989013672,1020.2072737426757,960.777723815918,1017.0,927.0,1017.0,927.0
2017-06-22,1006.9600219726562,997.2000122070312,1002.22998046875,1001.2999877929688,2253400,1001.2999877929688,993.0744995117187,1021.7878088684082,962.2661889343261,1017.0,927.0,1017.0,927.0
2017-06-23,1004.6199951171876,998.02001953125,1002.5399780273438,1003.739990234375,2879100,1003.739990234375,993.5924987792969,1022.8667344970703,963.2822645263672,1017.0,945.0,1017.0,927.0
2017-06-26,1009.7999877929688,992.0,1008.5,993.97998046875,3386200,993.97998046875,993.5024963378906,1023.4002737426758,963.7847238159179,1017.0,950.8599853515624,1017.0,927.0
2017-06-27,998.7999877929688,976.0,990.6900024414062,976.780029296875,3782400,976.780029296875,992.5064971923828,1023.3075712280273,963.697421447754,1017.0,950.8599853515624,1017.0,927.0
2017-06-28,990.6799926757812,969.2100219726562,978.5499877929688,990.3300170898438,3737600,990.3300170898438,992.2919982910156,1022.2816921081543,962.7313022766112,1017.0,950.8599853515624,1017.0,927.0
2017-06-29,987.5599975585938,965.25,979.0,975.9299926757812,4303000,975.9299926757812,991.2909973144531,1022.0607582397461,962.5232383422851,1017.0,965.25,1017.0,927.0
2017-06-30,983.469970703125,967.6099853515624,980.1199951171876,968.0,3390300,968.0,989.3544982910156,1021.0297272338867,961.5522673950195,1017.0,965.25,1017.0,927.0
2017-07-03,974.489990234375,951.0,972.7899780273438,953.6599731445312,2909100,953.6599731445312,986.4704956054687,1019.0351332397461,959.6738633422851,1009.7999877929688,951.0,1017.0,927.0
2017-07-05,975.0,955.25,961.530029296875,971.4000244140624,3653000,971.4000244140624,984.8904968261719,1016.0646104736328,956.8763807373047,1009.7999877929688,951.0,1017.0,927.0
2017-07-06,974.4000244140624,959.02001953125,964.6599731445312,965.1400146484376,3259600,965.1400146484376,982.6439971923828,1014.4372117309571,955.3437819213867,1009.7999877929688,951.0,1017.0,927.0
2017-07-07,980.1099853515624,969.1400146484376,969.5499877929688,978.760009765625,2643400,978.760009765625,981.0684967041016,1012.1233171081543,953.1646772766113,1009.7999877929688,951.0,1017.0,927.0
2017-07-10,999.4400024414062,983.5,985.0,996.469970703125,3546300,996.469970703125,981.9764953613281,1010.5005516052246,951.6364418029785,1009.7999877929688,951.0,1017.0,927.0
2017-07-11,995.989990234375,983.719970703125,993.0,994.1300048828124,2982700,994.1300048828124,983.4374969482421,1011.435790222168,952.5172005004883,999.4400024414062,951.0,1017.0,927.0
2017-07-12,1008.5499877929688,998.0999755859376,1000.6500244140624,1006.510009765625,3608600,1006.510009765625,984.7234985351563,1012.9406218566894,953.9343720397949,1008.5499877929688,951.0,1017.0,927.0
2017-07-13,1006.8800048828124,995.9000244140624,1004.6199951171876,1000.6300048828124,2880800,1000.6300048828124,985.9315002441406,1014.265203491211,955.1817935791016,1008.5499877929688,951.0,1017.0,927.0
2017-07-14,1004.4500122070312,996.8900146484376,1002.4000244140624,1001.8099975585938,2102500,1001.8099975585938,987.8135009765625,1015.5094452514647,956.3535552368164,1008.5499877929688,951.0,1017.0,927.0
2017-07-17,1014.75,1003.8099975585938,1004.6900024414062,1010.0399780273438,3712600,1010.0399780273438,988.9299987792969,1017.4479060058594,958.1790959472656,1014.75,951.0,1017.0,927.0
2017-07-18,1026.030029296875,1004.0,1006.0,1024.449951171875,4007600,1024.449951171875,990.3939971923828,1018.5978987426757,959.262098815918,1026.030029296875,955.25,1026.030029296875,927.0
2017-07-19,1031.5899658203123,1022.5,1025.0,1026.8699951171877,2964000,1026.8699951171877,992.1079956054688,1020.1058171081543,960.6821772766114,1031.5899658203123,959.02001953125,1031.5899658203123,927.0
2017-07-20,1034.969970703125,1022.52001953125,1031.5899658203123,1028.699951171875,3097500,1028.699951171875,993.431494140625,1021.8712354736329,962.3447557373047,1034.969970703125,969.1400146484376,1034.969970703125,927.0
2017-07-21,1026.0999755859377,1011.0,1021.280029296875,1025.6700439453123,2734600,1025.6700439453123,994.6499969482422,1023.2344389648438,963.6285493164062,1034.969970703125,983.5,1034.969970703125,927.0
2017-07-24,1043.010009765625,1027.4300537109377,1028.3399658203123,1038.949951171875,3288000,1038.949951171875,996.4104949951172,1024.4894968566896,964.810497039795,1043.010009765625,983.719970703125,1043.010009765625,927.0
2017-07-25,1043.3299560546877,1032.47998046875,1038.050048828125,1039.8699951171877,2447600,1039.8699951171877,998.7049957275391,1026.3028098449709,966.5181801452637,1043.3299560546877,995.9000244140624,1043.3299560546877,927.0
2017-07-26,1053.199951171875,1043.199951171875,1043.199951171875,1052.800048828125,2921300,1052.800048828125,1002.5059967041016,1028.6661455993653,968.743845855713,1053.199951171875,995.9000244140624,1053.199951171875,927.0
2017-07-27,1083.31005859375,1040.1800537109377,1069.550048828125,1046.0,10991700,1046.0,1005.2894958496094,1032.5811766052245,972.4308168029785,1083.31005859375,996.8900146484376,1083.31005859375,927.0
2017-07-28,1032.8499755859377,1001.0,1012.1400146484376,1020.0399780273438,7709400,1020.0399780273438,1007.4949951171875,1035.4481807250977,975.1308109741211,1083.31005859375,1001.0,1083.31005859375,927.0
2017-07-31,1019.0499877929688,987.02001953125,1019.0499877929688,987.780029296875,7352100,987.780029296875,1008.4839965820313,1037.7198449707032,977.2701452636719,1083.31005859375,987.02001953125,1083.31005859375,927.0
2017-08-01,1006.4000244140624,991.5800170898438,996.1099853515624,996.1900024414062,4572600,996.1900024414062,1010.610498046875,1038.7385164794923,978.2294766845704,1083.31005859375,987.02001953125,1083.31005859375,927.0
2017-08-02,1003.2100219726562,981.72998046875,1001.77001953125,995.8900146484376,4070000,995.8900146484376,1011.8349975585937,1040.9288129882814,980.2921831054688,1083.31005859375,981.72998046875,1083.31005859375,927.0
2017-08-03,999.5,984.5900268554688,999.469970703125,986.9199829101562,3255800,986.9199829101562,1012.9239959716797,1042.1900474853514,981.4799476318359,1083.31005859375,981.72998046875,1083.31005859375,927.0
2017-08-04,991.6699829101562,982.0,989.6799926757812,987.5800170898438,2730300,987.5800170898438,1013.3649963378906,1043.31171585083,982.5362760925293,1083.31005859375,981.72998046875,1083.31005859375,927.0
2017-08-07,995.0,987.1400146484376,990.6500244140624,992.27001953125,2676600,992.27001953125,1013.1549987792969,1043.7659462280274,982.9640464477538,1083.31005859375,981.72998046875,1083.31005859375,927.0
2017-08-08,996.280029296875,985.7899780273438,994.3499755859376,989.8400268554688,2902800,989.8400268554688,1012.9404998779297,1043.5496487426758,982.760348815918,1083.31005859375,981.72998046875,1083.31005859375,927.0
2017-08-09,988.0,975.27001953125,982.5999755859376,982.010009765625,3569700,982.010009765625,1011.7154998779297,1043.3287148742677,982.5522848815918,1083.31005859375,975.27001953125,1083.31005859375,927.0
2017-08-10,979.8599853515624,954.6799926757812,976.2999877929688,956.9199829101562,5684100,956.9199829101562,1009.5299987792969,1042.0669648742676,981.3640348815918,1032.8499755859377,954.6799926757812,1083.31005859375,927.0
2017-08-11,970.3900146484376,951.3800048828124,960.0,967.989990234375,3468000,967.989990234375,1007.838998413086,1039.8158987426757,979.2440988159179,1019.0499877929688,951.3800048828124,1083.31005859375,927.0
2017-08-14,985.5,976.1900024414062,978.4099731445312,983.2999877929688,3172900,983.2999877929688,1006.5019989013672,1038.0741683654785,977.6038284606934,1006.4000244140624,951.3800048828124,1083.31005859375,927.0
2017-08-15,991.739990234375,982.0,988.9000244140624,982.739990234375,2549300,982.739990234375,1004.4165008544921,1036.6970588684082,976.3069389343261,1003.2100219726562,951.3800048828124,1083.31005859375,927.0
2017-08-16,986.4600219726562,973.219970703125,981.6500244140624,978.1799926757812,3132100,978.1799926757812,1001.9820007324219,1034.548995880127,974.2840058288574,999.5,951.3800048828124,1083.31005859375,927.0
2017-08-17,977.8400268554688,960.3200073242188,977.8400268554688,960.5700073242188,3512400,960.5700073242188,998.5755035400391,1032.0414607543944,971.9225407104492,996.280029296875,951.3800048828124,1083.31005859375,927.0
2017-08-18,965.4299926757812,954.6500244140624,961.4000244140624,958.469970703125,3284800,958.469970703125,995.2154998779297,1028.5327686462404,968.618238433838,996.280029296875,951.3800048828124,1083.31005859375,927.0
2017-08-21,961.2000122070312,945.4600219726562,957.5700073242188,953.2899780273438,3164500,953.2899780273438,990.9325012207031,1025.0719648742677,965.3590348815918,996.280029296875,945.4600219726562,1083.31005859375,945.0
2017-08-22,967.9299926757812,955.5,955.52001953125,966.9000244140624,2750000,966.9000244140624,987.2840026855469,1020.6604762573241,961.204526184082,991.739990234375,945.4600219726562,1083.31005859375,945.4600219726562
2017-08-23,962.0,954.2000122070312,959.3800048828124,958.0,2668300,958.0,982.5440002441406,1016.9025227661133,957.6654826049804,991.739990234375,945.4600219726562,1083.31005859375,945.4600219726562
2017-08-24,959.0,941.1400146484376,957.4199829101562,952.4500122070312,5195700,952.4500122070312,977.8665008544922,1012.0203202514649,953.0676802368164,991.739990234375,941.1400146484376,1083.31005859375,941.1400146484376
2017-08-25,957.6199951171876,944.0999755859376,956.0,945.260009765625,3324800,945.260009765625,974.1275024414062,1007.202495880127,948.5305058288574,991.739990234375,941.1400146484376,1083.31005859375,941.1400146484376
2017-08-28,953.0,942.25,946.5399780273438,946.02001953125,2596700,946.02001953125,972.039501953125,1003.3513275146485,944.903677368164,991.739990234375,941.1400146484376,1083.31005859375,941.1400146484376
2017-08-29,956.0,936.3300170898438,940.0,954.0599975585938,2874300,954.0599975585938,969.9330017089844,1001.2006870117187,942.8783168945312,986.4600219726562,936.3300170898438,1083.31005859375,936.3300170898438
2017-08-30,969.4099731445312,956.9099731445312,958.4400024414062,967.5900268554688,2904600,967.5900268554688,968.5180023193359,999.030991760254,940.8350116577149,977.8400268554688,936.3300170898438,1083.31005859375,936.3300170898438
2017-08-31,981.0,972.760009765625,974.7000122070312,980.5999755859376,3331500,980.5999755859376,968.202001953125,997.5735423889159,939.4624622497558,981.0,936.3300170898438,1083.31005859375,936.3300170898438
2017-09-01,984.5,976.8800048828124,984.2000122070312,978.25,2535900,978.25,967.7355010986328,997.2480620117187,939.1559418945312,984.5,936.3300170898438,1083.31005859375,936.3300170898438
2017-09-05,976.77001953125,960.3699951171876,975.4000244140624,965.27001953125,2883200,965.27001953125,966.3855010986329,996.7675661315917,938.7034360656738,984.5,936.3300170898438,1083.31005859375,936.3300170898438
2017-09-06,971.8400268554688,960.5999755859376,968.3200073242188,967.7999877929688,2129900,967.7999877929688,965.2834991455078,995.3770661315918,937.3939360656739,984.5,936.3300170898438,1083.31005859375,936.3300170898438
2017-09-07,980.5900268554688,972.5499877929688,974.0,979.469970703125,2566800,979.469970703125,965.1564971923829,994.2420041198731,936.3249941711425,984.5,936.3300170898438,1083.31005859375,936.3300170898438
2017-09-08,979.8800048828124,963.469970703125,979.0999755859376,965.9000244140624,2605300,965.9000244140624,965.6054992675781,994.1111921081543,936.2018022766114,984.5,936.3300170898438,1083.31005859375,936.3300170898438
2017-09-11,981.9400024414062,974.219970703125,974.4600219726562,977.9600219726562,2186700,977.9600219726562,966.1040008544921,994.5736642456054,936.6373342895508,984.5,936.3300170898438,1083.31005859375,936.3300170898438
2017-09-12,984.6699829101562,975.52001953125,983.27001953125,982.5800170898438,2481100,982.5800170898438,966.068002319336,995.0871208801269,937.1208808288574,984.6699829101562,936.3300170898438,1083.31005859375,936.3300170898438
2017-09-13,1000.0,979.4199829101562,983.969970703125,999.5999755859376,3374700,999.5999755859376,966.911001586914,995.050042388916,937.0859622497559,1000.0,956.9099731445312,1083.31005859375,936.3300170898438
2017-09-14,998.5599975585938,987.739990234375,996.7999877929688,992.2100219726562,3913300,992.2100219726562,967.6125030517578,995.9183316345215,937.9036715393066,1000.0,960.3699951171876,1083.31005859375,936.3300170898438
2017-09-15,996.25,984.030029296875,993.010009765625,986.7899780273438,3760200,986.7899780273438,968.9235015869141,996.6408781433106,938.584127960205,1000.0,960.3699951171876,1083.31005859375,936.3300170898438
2017-09-18,992.7899780273438,968.1699829101562,990.4000244140624,974.1900024414062,3411300,974.1900024414062,969.7095031738281,997.9912066345215,939.8557965393067,1000.0,960.3699951171876,1083.31005859375,936.3300170898438
2017-09-19,978.239990234375,967.4600219726562,977.25,969.8599853515624,2671100,969.8599853515624,970.5380035400391,998.800788269043,940.6182180786133,1000.0,960.5999755859376,1083.31005859375,936.3300170898438
2017-09-20,974.8099975585938,962.1599731445312,971.7899780273438,973.2100219726562,2888800,973.2100219726562,970.8535034179688,999.6541436462403,941.4218634338379,1000.0,962.1599731445312,1083.31005859375,936.3300170898438
2017-09-21,971.7000122070312,962.02001953125,971.3099975585938,964.6500244140624,2337600,964.6500244140624,971.1860046386719,999.9791085205079,941.7278983154297,1000.0,962.02001953125,1083.31005859375,936.3300170898438
2017-09-22,965.6099853515624,954.4199829101562,961.010009765625,955.0999755859376,2641800,955.0999755859376,971.3185028076172,1000.3215847778321,942.0504244995117,1000.0,954.4199829101562,1083.31005859375,936.3300170898438
2017-09-25,949.4199829101562,932.8900146484376,949.3099975585938,939.7899780273438,5124000,939.7899780273438,971.0450012207032,1000.4580578918457,942.1789477233887,1000.0,932.8900146484376,1083.31005859375,932.8900146484376
2017-09-26,948.6300048828124,931.75,945.489990234375,938.5999755859376,3564800,938.5999755859376,970.6739990234375,1000.1763512573243,941.913651184082,1000.0,931.75,1083.31005859375,931.75
2017-09-27,955.2999877929688,943.2999877929688,948.0,950.8699951171876,3148900,950.8699951171876,970.5144989013672,999.7942189941407,941.5537790527344,998.5599975585938,931.75,1083.31005859375,931.75
2017-09-28,959.7000122070312,950.0999755859376,951.8599853515624,956.4000244140624,2522600,956.4000244140624,969.9549987792968,999.6299338684082,941.3990639343263,996.25,931.75,1083.31005859375,931.75
2017-09-29,964.8300170898438,958.3800048828124,960.1099853515624,961.3499755859376,2543800,961.3499755859376,968.9924987792969,999.0536487426757,940.856348815918,992.7899780273438,931.75,1083.31005859375,931.75
2017-10-02,967.3099975585938,952.1199951171876,964.0,959.1900024414062,2442900,959.1900024414062,968.0394989013672,998.0622737426758,939.922723815918,978.239990234375,931.75,1083.31005859375,931.75
2017-10-03,963.6900024414062,950.3699951171876,958.0,957.0999755859376,2666600,957.0999755859376,967.6309967041016,997.0806838684082,938.9983139343262,974.8099975585938,931.75,1083.31005859375,931.75
2017-10-04,967.7899780273438,954.0499877929688,954.2100219726562,965.4500122070312,2527400,965.4500122070312,967.5134979248047,996.6599266052247,938.6020668029785,971.7000122070312,931.75,1083.31005859375,931.75
2017-10-05,981.510009765625,969.6400146484376,970.0,980.8499755859376,3229200,980.8499755859376,967.5824981689453,996.5389028625489,938.4880929870606,981.510009765625,931.75,1083.31005859375,931.75
2017-10-06,995.75,975.6400146484376,975.6400146484376,989.5800170898438,3782100,989.5800170898438,968.7664978027344,996.6099731140137,938.555023223877,995.75,931.75,1032.8499755859377,931.75
2017-10-09,998.5,987.5,993.239990234375,990.989990234375,2938600,990.989990234375,969.4179962158203,997.8294927368164,939.7035028686524,998.5,931.75,1019.0499877929688,931.75
2017-10-10,997.9500122070312,980.0999755859376,996.6699829101562,987.2000122070312,3084900,987.2000122070312,969.6489959716797,998.5005361022949,940.3354563293457,998.5,943.2999877929688,1006.4000244140624,931.75
2017-10-11,995.5,986.7000122070312,991.27001953125,995.0,2337100,995.0,969.4189971923828,998.7384658508302,940.5595260925293,998.5,950.0999755859376,1003.2100219726562,931.75
2017-10-12,1008.4400024414062,992.4000244140624,996.8099975585938,1000.9299926757812,4067300,1000.9299926757812,969.8549957275391,998.5015671081543,940.3364272766113,1008.4400024414062,950.3699951171876,1008.4400024414062,931.75
2017-10-13,1007.77001953125,1001.030029296875,1007.0,1002.9400024414062,2431500,1002.9400024414062,970.6624969482422,998.9506455993652,940.7593458557129,1008.4400024414062,950.3699951171876,1008.4400024414062,931.75
2017-10-16,1009.5700073242188,1001.0399780273438,1008.4400024414062,1006.3400268554688,2008900,1006.3400268554688,972.2699981689453,999.7823718566895,941.5426220397949,1009.5700073242188,950.3699951171876,1009.5700073242188,931.75
2017-10-17,1011.469970703125,1004.3800048828124,1005.5900268554688,1009.1300048828124,2319700,1009.1300048828124,974.2334991455078,1001.4380981140137,943.101898223877,1011.469970703125,954.0499877929688,1011.469970703125,931.75
2017-10-18,1022.3099975585938,996.5499877929688,1009.27001953125,997.0,2499700,997.0,975.422998046875,1003.4605041198731,945.0064941711425,1022.3099975585938,969.6400146484376,1022.3099975585938,931.75
2017-10-19,991.0499877929688,980.239990234375,990.0,986.6099853515624,3108200,986.6099853515624,976.52099609375,1004.6856879882813,946.1603081054687,1022.3099975585938,975.6400146484376,1022.3099975585938,931.75
2017-10-20,994.6199951171876,982.0,993.530029296875,982.9099731445312,2365100,982.9099731445312,977.9114959716796,1005.8166259765625,947.2253662109375,1022.3099975585938,980.0999755859376,1022.3099975585938,931.75
2017-10-23,986.780029296875,962.5,986.72998046875,966.2999877929688,3494100,966.2999877929688,979.2369964599609,1007.24884085083,948.5741510925293,1022.3099975585938,962.5,1022.3099975585938,931.75
2017-10-24,979.8499755859376,965.0,969.0,975.9000244140624,2723900,975.9000244140624,981.1019989013672,1008.6141063537597,949.8598865661621,1022.3099975585938,962.5,1022.3099975585938,931.75
2017-10-25,984.4400024414062,966.239990234375,978.0,972.9099731445312,3033100,972.9099731445312,982.2039978027344,1010.5350588684082,951.6689389343262,1022.3099975585938,962.5,1022.3099975585938,931.75
2017-10-26,982.9000244140624,968.5499877929688,980.3300170898438,972.4299926757812,5618700,972.4299926757812,983.0054962158204,1011.6701177368165,952.7378778686524,1022.3099975585938,962.5,1022.3099975585938,931.75
2017-10-27,1105.5799560546877,1050.550048828125,1058.1400146484377,1100.949951171875,16565000,1100.949951171875,989.9854949951172,1012.495661102295,953.5153313293457,1105.5799560546877,962.5,1105.5799560546877,931.75
2017-10-30,1122.7900390625,1093.56005859375,1095.010009765625,1110.8499755859377,6613100,1110.8499755859377,997.5684936523437,1019.6850598449706,960.2859301452637,1122.7900390625,962.5,1122.7900390625,931.75
2017-10-31,1110.5400390625,1101.1199951171877,1109.0,1105.280029296875,3477000,1105.280029296875,1004.9774963378907,1027.495548461914,967.6414388427734,1122.7900390625,962.5,1122.7900390625,931.75
2017-11-01,1108.969970703125,1096.739990234375,1105.4000244140623,1103.6800537109377,3755500,1103.6800537109377,1011.8889984130859,1035.1268212280274,974.8281714477539,1122.7900390625,962.5,1122.7900390625,931.75
2017-11-02,1101.93994140625,1086.8699951171877,1097.81005859375,1094.219970703125,3684900,1094.219970703125,1017.5574981689454,1042.2456683654784,981.5323284606933,1122.7900390625,962.5,1122.7900390625,931.75
2017-11-03,1112.6800537109377,1088.52001953125,1091.1500244140623,1111.5999755859377,3751500,1111.5999755859377,1023.65849609375,1048.0842231140136,987.030773223877,1122.7900390625,962.5,1122.7900390625,931.75
2017-11-06,1125.4100341796877,1108.77001953125,1109.1500244140623,1120.6600341796877,3381100,1120.6600341796877,1030.1419982910156,1054.3682509765626,992.9487412109376,1125.4100341796877,965.0,1125.4100341796877,931.75
2017-11-07,1130.5999755859375,1117.5,1124.739990234375,1123.1700439453123,2689000,1123.1700439453123,1036.9404998779296,1061.046258239746,999.2377383422852,1130.5999755859375,966.239990234375,1130.5999755859375,931.75
2017-11-08,1135.5400390625,1119.1099853515623,1122.8199462890623,1132.8800048828125,2581500,1132.8800048828125,1043.8345001220703,1068.0487148742675,1005.8322848815917,1135.5400390625,968.5499877929688,1135.5400390625,931.75
2017-11-09,1129.6199951171875,1115.77001953125,1125.9599609375,1129.1300048828125,3732700,1129.1300048828125,1050.2445007324218,1075.1495351257324,1012.5194651184081,1135.5400390625,1050.550048828125,1135.5400390625,931.75
2017-11-10,1131.75,1124.06005859375,1126.0999755859375,1125.3499755859377,2179900,1125.3499755859377,1056.3649993896483,1081.7518357543945,1018.7371657104492,1135.5400390625,1086.8699951171877,1135.5400390625,931.75
2017-11-13,1139.9000244140625,1122.3399658203123,1123.0,1129.1700439453125,2918400,1129.1700439453125,1062.5065002441406,1088.0559493713379,1024.6740494079588,1139.9000244140625,1086.8699951171877,1139.9000244140625,931.75
2017-11-14,1138.0,1123.8900146484377,1130.1099853515625,1136.8399658203125,3138400,1136.8399658203125,1068.8919982910156,1094.3816952514649,1030.6313052368164,1139.9000244140625,1086.8699951171877,1139.9000244140625,931.75
2017-11-15,1131.75,1121.6300048828123,1127.010009765625,1126.68994140625,3928700,1126.68994140625,1075.3764953613281,1100.9587582397462,1036.825238342285,1139.9000244140625,1086.8699951171877,1139.9000244140625,931.75
2017-11-16,1138.1600341796875,1130.050048828125,1130.1600341796875,1137.2900390625,2213300,1137.2900390625,1082.910498046875,1107.637790222168,1043.1152005004883,1139.9000244140625,1088.52001953125,1139.9000244140625,931.75
2017-11-17,1138.800048828125,1125.81005859375,1138.280029296875,1129.8800048828125,2413400,1129.8800048828125,1090.258999633789,1115.3978129882814,1050.4231831054688,1139.9000244140625,1108.77001953125,1139.9000244140625,931.75
2017-11-20,1133.4200439453125,1122.550048828125,1129.77001953125,1126.31005859375,2163900,1126.31005859375,1098.259503173828,1122.9667696228028,1057.5512296447753,1139.9000244140625,1115.77001953125,1139.9000244140625,931.75
2017-11-21,1140.0,1128.199951171875,1132.8599853515625,1139.489990234375,2479400,1139.489990234375,1106.4390014648438,1131.207288269043,1065.3117180786132,1140.0,1115.77001953125,1140.0,931.75
2017-11-22,1160.27001953125,1141.0,1141.0,1156.1600341796875,3555300,1156.1600341796875,1115.6015045166016,1139.6321715087893,1073.2458314208984,1160.27001953125,1115.77001953125,1160.27001953125,931.75
2017-11-24,1186.8399658203125,1160.699951171875,1160.699951171875,1186.0,3528000,1186.0,1126.2800048828126,1149.0695496520996,1082.1334593811036,1186.8399658203125,1121.6300048828123,1186.8399658203125,931.75
2017-11-27,1213.4100341796875,1191.1500244140625,1202.6600341796875,1195.8299560546875,6744000,1195.8299560546875,1131.0240051269532,1160.068405029297,1092.491604736328,1213.4100341796875,1121.6300048828123,1213.4100341796875,931.75
