Date,High,Low,Open,Close,Volume,Adj Close
2017-05-10,50.5,49.650001525878906,50.470001220703125,49.849998474121094,3708300,49.849998474121094
2017-05-11,50.06999969482422,49.43000030517578,49.7599983215332,49.849998474121094,2698400,49.849998474121094
2017-05-12,49.81999969482422,49.279998779296875,49.599998474121094,49.43000030517578,2287100,49.43000030517578
2017-05-15,50.06999969482422,49.5,49.5,49.83000183105469,2662200,49.83000183105469
2017-05-16,50.2400016784668,49.119998931884766,50.06999969482422,49.150001525878906,2783500,49.150001525878906
2017-05-17,48.849998474121094,47.459999084472656,48.79999923706055,47.5,4037600,47.5
2017-05-18,47.70000076293945,46.900001525878906,47.5,47.0,4305800,47.0
2017-05-19,47.65999984741211,47.04999923706055,47.18000030517578,47.380001068115234,2788500,47.380001068115234
2017-05-22,47.9900016784668,47.58000183105469,47.599998474121094,47.75,1704900,47.75
2017-05-23,47.90999984741211,47.31999969482422,47.86000061035156,47.40999984741211,2326000,47.40999984741211
2017-05-24,47.91999816894531,47.15999984741211,47.540000915527344,47.619998931884766,1957600,47.619998931884766
2017-05-25,48.400001525878906,47.560001373291016,47.68000030517578,48.060001373291016,3859700,48.060001373291016
2017-05-26,48.16999816894531,47.13999938964844,48.0,47.38999938964844,1445400,47.38999938964844
2017-05-30,47.66999816894531,47.04999923706055,47.290000915527344,47.43000030517578,1617700,47.43000030517578
2017-05-31,47.56999969482422,46.810001373291016,47.52000045776367,47.150001525878906,1991200,47.150001525878906
2017-06-01,48.31999969482422,47.08000183105469,47.22999954223633,48.29999923706055,1923900,48.29999923706055
2017-06-02,48.790000915527344,48.06999969482422,48.689998626708984,48.529998779296875,2031000,48.529998779296875
2017-06-05,49.060001373291016,48.38999938964844,48.45000076293945,48.90999984741211,1918400,48.90999984741211
2017-06-06,49.060001373291016,48.349998474121094,48.88999938964844,48.45000076293945,1697400,48.45000076293945
2017-06-07,48.75,48.189998626708984,48.4900016784668,48.540000915527344,2338500,48.540000915527344
2017-06-08,48.939998626708984,48.29999923706055,48.54999923706055,48.90999984741211,1371400,48.90999984741211
2017-06-09,49.33000183105469,47.63999938964844,49.119998931884766,48.130001068115234,1958400,48.130001068115234
2017-06-12,49.650001525878906,47.65999984741211,47.84000015258789,49.52000045776367,2931100,49.52000045776367
2017-06-13,50.650001525878906,49.560001373291016,49.959999084472656,49.630001068115234,2209700,49.630001068115234
2017-06-14,49.95000076293945,48.970001220703125,49.84000015258789,49.25,1859900,49.25
2017-06-15,49.36000061035156,48.709999084472656,48.880001068115234,49.189998626708984,1502400,49.189998626708984
2017-06-16,49.56999969482422,48.5,48.91999816894531,49.5,5036200,49.5
2017-06-19,50.2400016784668,49.34000015258789,49.86000061035156,49.4900016784668,1925900,49.4900016784668
2017-06-20,49.68000030517578,48.61000061035156,49.470001220703125,48.63999938964844,1320400,48.63999938964844
2017-06-21,49.34000015258789,48.43000030517578,48.779998779296875,49.279998779296875,1502900,49.279998779296875
2017-06-22,50.61000061035156,48.970001220703125,49.189998626708984,50.02000045776367,2648900,50.02000045776367
2017-06-23,51.5099983215332,49.91999816894531,50.119998931884766,51.29999923706055,6359000,51.29999923706055
2017-06-26,51.650001525878906,50.5,51.29999923706055,50.869998931884766,1569500,50.869998931884766
2017-06-27,51.13999938964844,50.0,50.72999954223633,50.0,1778900,50.0
2017-06-28,50.79999923706055,50.060001373291016,50.2599983215332,50.630001068115234,1171200,50.630001068115234
2017-06-29,50.45000076293945,49.130001068115234,50.279998779296875,50.2400016784668,2711000,50.2400016784668
2017-06-30,50.529998779296875,49.63999938964844,50.529998779296875,49.810001373291016,1545800,49.810001373291016
