Date,High,Low,Open,Close,Volume,Adj Close
2017-05-10,180.2899932861328,177.50999450683594,177.9199981689453,180.1300048828125,1233100.0,171.88352966308594
2017-05-11,183.3699951171875,178.8699951171875,180.10000610351562,182.72000122070312,1782200.0,174.35488891601562
2017-05-12,183.7899932861328,180.72000122070312,181.27000427246094,181.44000244140625,1000500.0,173.13351440429688
2017-05-15,182.7899932861328,179.60000610351562,180.72000122070312,182.3000030517578,1363100.0,173.9541778564453
2017-05-16,182.55999755859375,179.57000732421875,182.17999267578125,180.80999755859375,1321300.0,172.5323944091797
2017-05-17,180.80999755859375,176.02000427246094,180.80999755859375,176.1199951171875,1938500.0,168.05709838867188
2017-05-18,178.5,175.1699981689453,176.10000610351562,176.69000244140625,1353800.0,168.6009979248047
2017-05-19,178.0399932861328,175.8699951171875,177.0,176.41000366210938,1899400.0,168.33383178710938
2017-05-22,177.0399932861328,174.9600067138672,176.89999389648438,176.5,1660900.0,168.41969299316406
2017-05-23,177.89999389648438,175.66000366210938,176.49000549316406,177.7100067138672,1709800.0,169.57431030273438
2017-05-24,181.22999572753906,177.2100067138672,178.22999572753906,180.0800018310547,1426800.0,171.83578491210938
2017-05-25,182.52000427246094,180.14999389648438,180.3000030517578,181.5,1426400.0,173.19078063964844
2017-05-26,183.1300048828125,180.60000610351562,181.92999267578125,183.0800018310547,897500.0,174.6984405517578
2017-05-30,185.0,180.85000610351562,181.6999969482422,183.32000732421875,1513100.0,174.92747497558594
2017-05-31,184.08999633789062,181.25,183.82000732421875,182.35000610351562,1807600.0,174.0018768310547
2017-06-01,188.0,182.69000244140625,182.7899932861328,187.69000244140625,1930800.0,179.097412109375
2017-06-02,188.27999877929688,185.86000061035156,187.1300048828125,187.5800018310547,1229800.0,178.99241638183594
2017-06-05,187.8800048828125,186.00999450683594,187.35000610351562,186.69000244140625,928600.0,178.1431884765625
2017-06-06,189.17999267578125,186.05999755859375,186.49000549316406,187.64999389648438,1303300.0,179.05921936035156
