Train,Target
"[116.40066528320312, 117.45501708984376, 117.2249755859375, 117.29206848144531, 117.4837646484375, 115.18336486816406, 115.57634735107422, 115.9980926513672, 116.68821716308594, 117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875]",118.53811645507812
"[117.45501708984376, 117.2249755859375, 117.29206848144531, 117.4837646484375, 115.18336486816406, 115.57634735107422, 115.9980926513672, 116.68821716308594, 117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812]",118.5668716430664
"[117.2249755859375, 117.29206848144531, 117.4837646484375, 115.18336486816406, 115.57634735107422, 115.9980926513672, 116.68821716308594, 117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812, 118.5668716430664]",121.05899047851562
"[117.29206848144531, 117.4837646484375, 115.18336486816406, 115.57634735107422, 115.9980926513672, 116.68821716308594, 117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812, 118.5668716430664, 121.05899047851562]",121.96956634521484
"[117.4837646484375, 115.18336486816406, 115.57634735107422, 115.9980926513672, 116.68821716308594, 117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812, 118.5668716430664, 121.05899047851562, 121.96956634521484]",122.6501007080078
"[115.18336486816406, 115.57634735107422, 115.9980926513672, 116.68821716308594, 117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812, 118.5668716430664, 121.05899047851562, 121.96956634521484, 122.6501007080078]",122.4871597290039
"[115.57634735107422, 115.9980926513672, 116.68821716308594, 117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812, 118.5668716430664, 121.05899047851562, 121.96956634521484, 122.6501007080078, 122.4871597290039]",125.03677368164062
"[115.9980926513672, 116.68821716308594, 117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812, 118.5668716430664, 121.05899047851562, 121.96956634521484, 122.6501007080078, 122.4871597290039, 125.03677368164062]",125.89942169189452
"[116.68821716308594, 117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812, 118.5668716430664, 121.05899047851562, 121.96956634521484, 122.6501007080078, 122.4871597290039, 125.03677368164062, 125.89942169189452]",124.67255401611328
"[117.31124114990234, 119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812, 118.5668716430664, 121.05899047851562, 121.96956634521484, 122.6501007080078, 122.4871597290039, 125.03677368164062, 125.89942169189452, 124.67255401611328]",124.23163604736328
"[119.51580047607422, 120.34011840820312, 119.96630096435548, 119.57330322265624, 120.65641021728516, 121.662841796875, 122.95682525634766, 121.35612487792969, 119.45828247070312, 119.3240966796875, 118.53811645507812, 118.5668716430664, 121.05899047851562, 121.96956634521484, 122.6501007080078, 122.4871597290039, 125.03677368164062, 125.89942169189452, 124.67255401611328, 124.23163604736328]",123.8003158569336
