Train,Target
"[132.025390625, 130.76194763183594, 130.95281982421878, 131.87083435058594, 131.20733642578122, 129.58937072753906, 129.71664428710938, 130.07110595703122, 130.26200866699222, 129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844]",130.43470764160156
"[130.76194763183594, 130.95281982421878, 131.87083435058594, 131.20733642578122, 129.58937072753906, 129.71664428710938, 130.07110595703122, 130.26200866699222, 129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156]",132.57077026367188
"[130.95281982421878, 131.87083435058594, 131.20733642578122, 129.58937072753906, 129.71664428710938, 130.07110595703122, 130.26200866699222, 129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188]",131.28004455566406
"[131.87083435058594, 131.20733642578122, 129.58937072753906, 129.71664428710938, 130.07110595703122, 130.26200866699222, 129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406]",132.95248413085938
"[131.20733642578122, 129.58937072753906, 129.71664428710938, 130.07110595703122, 130.26200866699222, 129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938]",132.30717468261722
"[129.58937072753906, 129.71664428710938, 130.07110595703122, 130.26200866699222, 129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722]",131.98902893066406
"[129.71664428710938, 130.07110595703122, 130.26200866699222, 129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406]",132.26170349121094
"[130.07110595703122, 130.26200866699222, 129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094]",132.84344482421878
"[130.26200866699222, 129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094, 132.84344482421878]",131.56181335449222
"[129.82572937011722, 131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094, 132.84344482421878, 131.56181335449222]",130.41653442382812
"[131.01643371582028, 130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094, 132.84344482421878, 131.56181335449222, 130.41653442382812]",131.11643981933594
"[130.99822998046878, 130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094, 132.84344482421878, 131.56181335449222, 130.41653442382812, 131.11643981933594]",131.74359130859378
"[130.80740356445312, 130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094, 132.84344482421878, 131.56181335449222, 130.41653442382812, 131.11643981933594, 131.74359130859378]",131.71630859375
"[130.86190795898438, 130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094, 132.84344482421878, 131.56181335449222, 130.41653442382812, 131.11643981933594, 131.74359130859378, 131.71630859375]",130.734619140625
"[130.9437255859375, 131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094, 132.84344482421878, 131.56181335449222, 130.41653442382812, 131.11643981933594, 131.74359130859378, 131.71630859375, 130.734619140625]",131.65272521972656
"[131.87083435058594, 133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094, 132.84344482421878, 131.56181335449222, 130.41653442382812, 131.11643981933594, 131.74359130859378, 131.71630859375, 130.734619140625, 131.65272521972656]",129.71296691894528
"[133.42515563964844, 131.76177978515622, 130.99822998046878, 130.30747985839844, 130.43470764160156, 132.57077026367188, 131.28004455566406, 132.95248413085938, 132.30717468261722, 131.98902893066406, 132.26170349121094, 132.84344482421878, 131.56181335449222, 130.41653442382812, 131.11643981933594, 131.74359130859378, 131.71630859375, 130.734619140625, 131.65272521972656, 129.71296691894528]",130.89329528808594
